start_id,relation,end_name
Melvin Calvin,EMPLOYED_AT,University of California
Melvin Calvin,EMPLOYED_AT,Berkeley
Melvin Calvin,EMPLOYED_AT,University of Minnesota
Melvin Calvin,MEMBER_OF,American Philosophical Society
Melvin Calvin,MEMBER_OF,American Academy of Arts and Sciences
Melvin Calvin,MEMBER_OF,National Academy of Sciences
Melvin Calvin,MEMBER_OF,Royal Netherlands Academy of Arts and Sciences
Melvin Calvin,MEMBER_OF,Royal Society
Melvin Calvin,MEMBER_OF,German Academy of Sciences Leopoldina
Theodor Svedberg,RECEIVED,Q186391_1926
Q186391_1926,INSTANCE_OF,Nobel Prize in Chemistry
Theodor Svedberg,CITIZEN_OF,Sweden
Theodor Svedberg,OCCUPATION,university teacher
Theodor Svedberg,OCCUPATION,chemist
Theodor Svedberg,OCCUPATION,artist
Theodor Svedberg,FIELD_OF_WORK,biochemistry
Theodor Svedberg,EDUCATED_AT,Uppsala University
Theodor Svedberg,EMPLOYED_AT,Uppsala University
Theodor Svedberg,MEMBER_OF,Academy of Sciences of the USSR
Theodor Svedberg,MEMBER_OF,Royal Physiographic Society in Lund
Theodor Svedberg,MEMBER_OF,German Academy of Sciences Leopoldina
Theodor Svedberg,MEMBER_OF,American Philosophical Society
Theodor Svedberg,MEMBER_OF,American Academy of Arts and Sciences
Theodor Svedberg,MEMBER_OF,Göttingen Academy of Sciences and Humanities in Lower Saxony
Theodor Svedberg,MEMBER_OF,National Academy of Sciences
Theodor Svedberg,MEMBER_OF,Royal Society
Theodor Svedberg,MEMBER_OF,Royal Swedish Academy of Sciences
Theodor Svedberg,MEMBER_OF,Russian Academy of Sciences
Giulio Natta,RECEIVED,Q234145_1963
Q234145_1963,INSTANCE_OF,Nobel Prize in Chemistry
Giulio Natta,CITIZEN_OF,Italy
Giulio Natta,CITIZEN_OF,Kingdom of Italy
Giulio Natta,OCCUPATION,university teacher
Giulio Natta,OCCUPATION,chemist
Giulio Natta,OCCUPATION,inventor
Giulio Natta,FIELD_OF_WORK,organic chemistry
Giulio Natta,EDUCATED_AT,Polytechnic University of Milan
Giulio Natta,EMPLOYED_AT,University of Milan
Giulio Natta,EMPLOYED_AT,University of Pavia
Giulio Natta,EMPLOYED_AT,Sapienza University of Rome
Giulio Natta,EMPLOYED_AT,Polytechnic University of Turin
Giulio Natta,EMPLOYED_AT,Polytechnic University of Milan
Giulio Natta,MEMBER_OF,Academy of Sciences of the USSR
Giulio Natta,MEMBER_OF,Accademia Nazionale delle Scienze detta dei XL
Giulio Natta,MEMBER_OF,Academy of Sciences of Turin
Giulio Natta,MEMBER_OF,French Academy of Sciences
Giulio Natta,MEMBER_OF,Russian Academy of Sciences
Osamu Shimomura,RECEIVED,Q205345_2008
Q205345_2008,INSTANCE_OF,Nobel Prize in Chemistry
Osamu Shimomura,CITIZEN_OF,Japan
Osamu Shimomura,CITIZEN_OF,Empire of Japan
Osamu Shimomura,OCCUPATION,organic chemist
Osamu Shimomura,OCCUPATION,marine biologist
Osamu Shimomura,OCCUPATION,biochemist
Osamu Shimomura,OCCUPATION,chemist
Osamu Shimomura,OCCUPATION,professor
Osamu Shimomura,FIELD_OF_WORK,biology
Osamu Shimomura,FIELD_OF_WORK,biochemistry
Osamu Shimomura,FIELD_OF_WORK,marine biology
Osamu Shimomura,FIELD_OF_WORK,organic chemistry
Osamu Shimomura,EDUCATED_AT,Nagasaki Medical College
Osamu Shimomura,EDUCATED_AT,Nagoya University
Osamu Shimomura,EMPLOYED_AT,Boston University
Osamu Shimomura,EMPLOYED_AT,Nagoya University
Osamu Shimomura,MEMBER_OF,National Academy of Sciences
Glenn T. Seaborg,RECEIVED,Q48973_1951
Q48973_1951,INSTANCE_OF,Nobel Prize in Chemistry
Glenn T. Seaborg,CITIZEN_OF,United States
Glenn T. Seaborg,OCCUPATION,nuclear physicist
Glenn T. Seaborg,OCCUPATION,university teacher
Glenn T. Seaborg,OCCUPATION,chemist
Glenn T. Seaborg,FIELD_OF_WORK,nuclear chemistry
Glenn T. Seaborg,EDUCATED_AT,Jordan High School
Glenn T. Seaborg,EDUCATED_AT,University of California
Glenn T. Seaborg,EDUCATED_AT,Berkeley
Glenn T. Seaborg,EDUCATED_AT,University of California
Glenn T. Seaborg,EDUCATED_AT,Los Angeles
Glenn T. Seaborg,EMPLOYED_AT,Manhattan Project
Glenn T. Seaborg,EMPLOYED_AT,University of California
Glenn T. Seaborg,EMPLOYED_AT,Berkeley
Glenn T. Seaborg,EMPLOYED_AT,United States Atomic Energy Commission
Glenn T. Seaborg,MEMBER_OF,Academy of Sciences of the USSR
Glenn T. Seaborg,MEMBER_OF,Serbian Academy of Sciences and Arts
Glenn T. Seaborg,MEMBER_OF,American Physical Society
Glenn T. Seaborg,MEMBER_OF,Royal Swedish Academy of Engineering Sciences
Glenn T. Seaborg,MEMBER_OF,American Philosophical Society
Glenn T. Seaborg,MEMBER_OF,Bavarian Academy of Sciences and Humanities
Glenn T. Seaborg,MEMBER_OF,American Academy of Arts and Sciences
Glenn T. Seaborg,MEMBER_OF,Polish Academy of Sciences
Glenn T. Seaborg,MEMBER_OF,National Academy of Sciences
Glenn T. Seaborg,MEMBER_OF,Royal Society
Glenn T. Seaborg,MEMBER_OF,American Association for the Advancement of Science
Glenn T. Seaborg,MEMBER_OF,German Academy of Sciences Leopoldina
Glenn T. Seaborg,MEMBER_OF,Royal Swedish Academy of Sciences
Glenn T. Seaborg,MEMBER_OF,Russian Academy of Sciences
Adolf von Baeyer,RECEIVED,Q57078_1905
Q57078_1905,INSTANCE_OF,Nobel Prize in Chemistry
Adolf von Baeyer,CITIZEN_OF,German Empire
Adolf von Baeyer,OCCUPATION,university teacher
Adolf von Baeyer,OCCUPATION,chemist
Adolf von Baeyer,FIELD_OF_WORK,organic chemistry
Adolf von Baeyer,EDUCATED_AT,Friedrich-Wilhelms-Gymnasium
Adolf von Baeyer,EDUCATED_AT,Ghent University
Adolf von Baeyer,EDUCATED_AT,Heidelberg University
Adolf von Baeyer,EDUCATED_AT,Humboldt-Universität zu Berlin
Adolf von Baeyer,EDUCATED_AT,Ludwig-Maximilians-Universität München
Adolf von Baeyer,EMPLOYED_AT,Ludwig-Maximilians-Universität München
Adolf von Baeyer,EMPLOYED_AT,Humboldt-Universität zu Berlin
Adolf von Baeyer,EMPLOYED_AT,University of Strasbourg
Adolf von Baeyer,MEMBER_OF,Lincean Academy
Adolf von Baeyer,MEMBER_OF,Saint Petersburg Academy of Sciences
Adolf von Baeyer,MEMBER_OF,Academy of Sciences of Turin
Adolf von Baeyer,MEMBER_OF,Bavarian Academy of Sciences and Humanities
Adolf von Baeyer,MEMBER_OF,Royal Prussian Academy of Sciences
Adolf von Baeyer,MEMBER_OF,Göttingen Academy of Sciences and Humanities in Lower Saxony
Adolf von Baeyer,MEMBER_OF,Royal Society
Adolf von Baeyer,MEMBER_OF,Royal Swedish Academy of Sciences
Adolf von Baeyer,MEMBER_OF,National Academy of Sciences
Adolf von Baeyer,MEMBER_OF,American Academy of Arts and Sciences
Adolf von Baeyer,MEMBER_OF,Russian Academy of Sciences
Greg Winter,RECEIVED,Q1545000_2018
Q1545000_2018,INSTANCE_OF,Nobel Prize in Chemistry
Greg Winter,CITIZEN_OF,United Kingdom
Greg Winter,OCCUPATION,molecular biologist
Greg Winter,OCCUPATION,biochemist
Greg Winter,OCCUPATION,researcher
Greg Winter,OCCUPATION,biologist
Greg Winter,OCCUPATION,chemist
Greg Winter,OCCUPATION,engineer
Greg Winter,FIELD_OF_WORK,biochemistry
Greg Winter,EDUCATED_AT,Royal Grammar School
Greg Winter,EDUCATED_AT,Trinity College
Greg Winter,EMPLOYED_AT,University of Cambridge
Greg Winter,MEMBER_OF,Australian Academy of Technology and Engineering
Greg Winter,MEMBER_OF,Royal Society
John Polanyi,RECEIVED,Q237825_1986
Q237825_1986,INSTANCE_OF,Nobel Prize in Chemistry
John Polanyi,CITIZEN_OF,Canada
John Polanyi,CITIZEN_OF,Germany
John Polanyi,OCCUPATION,university teacher
John Polanyi,OCCUPATION,chemist
John Polanyi,OCCUPATION,physicist
John Polanyi,FIELD_OF_WORK,chemistry
John Polanyi,EDUCATED_AT,University of Toronto Schools
John Polanyi,EDUCATED_AT,The Manchester Grammar School
John Polanyi,EDUCATED_AT,University of Manchester
John Polanyi,EDUCATED_AT,University of Toronto
John Polanyi,EMPLOYED_AT,University of Toronto
John Polanyi,MEMBER_OF,Indian National Science Academy
John Polanyi,MEMBER_OF,American Academy of Arts and Sciences
John Polanyi,MEMBER_OF,Pontifical Academy of Sciences
John Polanyi,MEMBER_OF,Royal Society of Edinburgh
John Polanyi,MEMBER_OF,Royal Society of Canada
John Polanyi,MEMBER_OF,Russian Academy of Sciences
John Polanyi,MEMBER_OF,Hungarian Academy of Sciences
John Polanyi,MEMBER_OF,Royal Society
John Polanyi,MEMBER_OF,National Academy of Sciences
Otto Hahn,RECEIVED,Q57065_1944
Q57065_1944,INSTANCE_OF,Nobel Prize in Chemistry
Otto Hahn,CITIZEN_OF,Nazi Germany
Otto Hahn,CITIZEN_OF,Weimar Republic
Otto Hahn,CITIZEN_OF,German Empire
Otto Hahn,CITIZEN_OF,West Germany
Otto Hahn,OCCUPATION,chemist
Otto Hahn,OCCUPATION,autobiographer
Otto Hahn,OCCUPATION,nuclear physicist
Otto Hahn,OCCUPATION,non-fiction writer
Otto Hahn,OCCUPATION,university teacher
Otto Hahn,FIELD_OF_WORK,nuclear chemistry
Otto Hahn,FIELD_OF_WORK,radiochemistry
Otto Hahn,EDUCATED_AT,Humboldt-Universität zu Berlin
Otto Hahn,EDUCATED_AT,Ludwig-Maximilians-Universität München
Otto Hahn,EDUCATED_AT,University of Marburg
Otto Hahn,EMPLOYED_AT,University College London
Otto Hahn,EMPLOYED_AT,McGill University
Otto Hahn,EMPLOYED_AT,Frederick William University Berlin
Otto Hahn,EMPLOYED_AT,Cornell University
Otto Hahn,EMPLOYED_AT,Humboldt-Universität zu Berlin
Otto Hahn,EMPLOYED_AT,Freie Universität Berlin
Otto Hahn,MEMBER_OF,Lincean Academy
Otto Hahn,MEMBER_OF,Royal Swedish Academy of Sciences
Otto Hahn,MEMBER_OF,Academy of Sciences and Literature Mainz
Otto Hahn,MEMBER_OF,Göttingen Academy of Sciences and Humanities in Lower Saxony
Otto Hahn,MEMBER_OF,German Academy of Sciences Leopoldina
Otto Hahn,MEMBER_OF,German Academy of Sciences at Berlin
Otto Hahn,MEMBER_OF,Austrian Academy of Sciences
Otto Hahn,MEMBER_OF,Royal Prussian Academy of Sciences
Otto Hahn,MEMBER_OF,Royal Society
Otto Hahn,MEMBER_OF,Göttingen Eighteen
Otto Hahn,MEMBER_OF,Finnish Academy of Science and Letters
Otto Hahn,MEMBER_OF,Royal Academy of Exact
Otto Hahn,MEMBER_OF,Physical and Natural Sciences
Otto Hahn,MEMBER_OF,Royal Danish Academy of Sciences and Letters
Otto Hahn,MEMBER_OF,American Academy of Arts and Sciences
Otto Hahn,MEMBER_OF,Bavarian Academy of Sciences and Humanities
Otto Hahn,MEMBER_OF,Pontifical Academy of Sciences
Otto Hahn,MEMBER_OF,Romanian Academy
Otto Hahn,MEMBER_OF,Indian National Science Academy
Roger Y. Tsien,RECEIVED,Q200470_2008
Q200470_2008,INSTANCE_OF,Nobel Prize in Chemistry
Roger Y. Tsien,CITIZEN_OF,United States
Roger Y. Tsien,OCCUPATION,biophysicist
Roger Y. Tsien,OCCUPATION,biochemist
Roger Y. Tsien,OCCUPATION,university teacher
Roger Y. Tsien,OCCUPATION,chemist
Roger Y. Tsien,FIELD_OF_WORK,biochemistry
Roger Y. Tsien,EDUCATED_AT,Livingston High School
Roger Y. Tsien,EDUCATED_AT,Churchill College
Roger Y. Tsien,EDUCATED_AT,Harvard College
Roger Y. Tsien,EDUCATED_AT,University of Cambridge
Roger Y. Tsien,EMPLOYED_AT,University of California
Roger Y. Tsien,EMPLOYED_AT,Berkeley
Roger Y. Tsien,EMPLOYED_AT,University of California
Roger Y. Tsien,EMPLOYED_AT,San Diego
Roger Y. Tsien,MEMBER_OF,European Molecular Biology Organization
Roger Y. Tsien,MEMBER_OF,Royal Society
Roger Y. Tsien,MEMBER_OF,National Academy of Sciences
Roger Y. Tsien,MEMBER_OF,American Academy of Arts and Sciences
Robert H. Grubbs,RECEIVED,Q202140_2005
Q202140_2005,INSTANCE_OF,Nobel Prize in Chemistry
Robert H. Grubbs,CITIZEN_OF,United States
Robert H. Grubbs,OCCUPATION,autobiographer
Robert H. Grubbs,OCCUPATION,university teacher
Robert H. Grubbs,OCCUPATION,chemist
Robert H. Grubbs,FIELD_OF_WORK,chemistry
Robert H. Grubbs,FIELD_OF_WORK,organic chemistry
Robert H. Grubbs,EDUCATED_AT,Paducah Tilghman High School
Robert H. Grubbs,EDUCATED_AT,Fu Foundation School of Engineering and Applied Science
Robert H. Grubbs,EDUCATED_AT,University of Florida
Robert H. Grubbs,EDUCATED_AT,Columbia University
Robert H. Grubbs,EDUCATED_AT,Stanford University
Robert H. Grubbs,EMPLOYED_AT,California Institute of Technology
Robert H. Grubbs,MEMBER_OF,Chinese Academy of Sciences
Robert H. Grubbs,MEMBER_OF,Royal Society of Chemistry
Robert H. Grubbs,MEMBER_OF,National Academy of Engineering
Robert H. Grubbs,MEMBER_OF,Polish Academy of Sciences
Robert H. Grubbs,MEMBER_OF,Royal Society
Robert H. Grubbs,MEMBER_OF,National Academy of Sciences
Robert H. Grubbs,MEMBER_OF,American Academy of Arts and Sciences
Robert H. Grubbs,MEMBER_OF,American Chemical Society
Peter D. Mitchell,RECEIVED,Q207992_1978
Q207992_1978,INSTANCE_OF,Nobel Prize in Chemistry
Peter D. Mitchell,CITIZEN_OF,United Kingdom
Peter D. Mitchell,OCCUPATION,biochemist
Peter D. Mitchell,OCCUPATION,university teacher
Peter D. Mitchell,OCCUPATION,chemist
Peter D. Mitchell,FIELD_OF_WORK,biochemistry
Peter D. Mitchell,FIELD_OF_WORK,molecular biology
Peter D. Mitchell,FIELD_OF_WORK,bioenergetics
Peter D. Mitchell,EDUCATED_AT,Queen's College
Peter D. Mitchell,EDUCATED_AT,Jesus College
Peter D. Mitchell,EDUCATED_AT,University of Cambridge
Peter D. Mitchell,EMPLOYED_AT,University of Cambridge
Peter D. Mitchell,EMPLOYED_AT,University of Edinburgh
Peter D. Mitchell,EMPLOYED_AT,The Glynn Research Foundation Limited
Peter D. Mitchell,MEMBER_OF,The Japanese Biochemical Society
Peter D. Mitchell,MEMBER_OF,American Society for Biochemistry and Molecular Biology
Peter D. Mitchell,MEMBER_OF,European Molecular Biology Organization
Peter D. Mitchell,MEMBER_OF,Royal Society
Peter D. Mitchell,MEMBER_OF,Royal Society of Edinburgh
Peter D. Mitchell,MEMBER_OF,National Academy of Sciences
Peter D. Mitchell,MEMBER_OF,American Academy of Arts and Sciences
Peter D. Mitchell,MEMBER_OF,French Academy of Sciences
Roderick MacKinnon,RECEIVED,Q211482_2003
Q211482_2003,INSTANCE_OF,Nobel Prize in Chemistry
Roderick MacKinnon,CITIZEN_OF,United States
Roderick MacKinnon,OCCUPATION,internist
Roderick MacKinnon,OCCUPATION,crystallographer
Roderick MacKinnon,OCCUPATION,neuroscientist
Roderick MacKinnon,OCCUPATION,biophysicist
Roderick MacKinnon,OCCUPATION,biochemist
Roderick MacKinnon,OCCUPATION,university teacher
Roderick MacKinnon,OCCUPATION,chemist
Roderick MacKinnon,FIELD_OF_WORK,biochemistry
Roderick MacKinnon,EDUCATED_AT,Burlington High School
Roderick MacKinnon,EDUCATED_AT,Tufts University School of Medicine
Roderick MacKinnon,EDUCATED_AT,Tufts University
Roderick MacKinnon,EDUCATED_AT,Brandeis University
Roderick MacKinnon,EMPLOYED_AT,Harvard University
Roderick MacKinnon,EMPLOYED_AT,The Rockefeller University
Roderick MacKinnon,MEMBER_OF,American Philosophical Society
Roderick MacKinnon,MEMBER_OF,National Academy of Sciences
Roderick MacKinnon,MEMBER_OF,Royal Netherlands Academy of Arts and Sciences
Walter Gilbert,RECEIVED,Q217486_1980
Q217486_1980,INSTANCE_OF,Nobel Prize in Chemistry
Walter Gilbert,CITIZEN_OF,United States
Walter Gilbert,OCCUPATION,molecular biologist
Walter Gilbert,OCCUPATION,biochemist
Walter Gilbert,OCCUPATION,researcher
Walter Gilbert,OCCUPATION,chemist
Walter Gilbert,OCCUPATION,physicist
Walter Gilbert,FIELD_OF_WORK,physics
Walter Gilbert,FIELD_OF_WORK,biochemistry
Walter Gilbert,EDUCATED_AT,Sidwell Friends School
Walter Gilbert,EDUCATED_AT,Trinity College
Walter Gilbert,EDUCATED_AT,University of Cambridge
Walter Gilbert,EDUCATED_AT,Harvard University
Walter Gilbert,EMPLOYED_AT,Harvard University
Walter Gilbert,EMPLOYED_AT,University of Cambridge
Walter Gilbert,MEMBER_OF,Royal Society
Walter Gilbert,MEMBER_OF,National Academy of Sciences
Walter Gilbert,MEMBER_OF,American Academy of Arts and Sciences
John Kendrew,RECEIVED,Q232295_1962
Q232295_1962,INSTANCE_OF,Nobel Prize in Chemistry
John Kendrew,CITIZEN_OF,United Kingdom
John Kendrew,OCCUPATION,molecular biologist
John Kendrew,OCCUPATION,crystallographer
John Kendrew,OCCUPATION,biophysicist
John Kendrew,OCCUPATION,biochemist
John Kendrew,OCCUPATION,researcher
John Kendrew,OCCUPATION,chemist
John Kendrew,FIELD_OF_WORK,biochemistry
John Kendrew,FIELD_OF_WORK,crystallography
John Kendrew,EDUCATED_AT,Clifton College
John Kendrew,EDUCATED_AT,Trinity College
John Kendrew,EDUCATED_AT,Dragon School
John Kendrew,EDUCATED_AT,University of Cambridge
John Kendrew,EMPLOYED_AT,University of Oxford
John Kendrew,MEMBER_OF,German Academy of Sciences Leopoldina
John Kendrew,MEMBER_OF,American Academy of Arts and Sciences
John Kendrew,MEMBER_OF,European Molecular Biology Organization
John Kendrew,MEMBER_OF,Heidelberg Academy for Sciences and Humanities
John Kendrew,MEMBER_OF,Royal Society
John Kendrew,MEMBER_OF,National Academy of Sciences
John E. Walker,RECEIVED,Q235184_1997
Q235184_1997,INSTANCE_OF,Nobel Prize in Chemistry
John E. Walker,CITIZEN_OF,United Kingdom
John E. Walker,OCCUPATION,molecular biologist
John E. Walker,OCCUPATION,university teacher
John E. Walker,OCCUPATION,chemist
John E. Walker,FIELD_OF_WORK,biochemistry
John E. Walker,EDUCATED_AT,Rastrick High School
John E. Walker,EDUCATED_AT,St Catherine's College
John E. Walker,EMPLOYED_AT,University of Oxford
John E. Walker,EMPLOYED_AT,University of Cambridge
John E. Walker,EMPLOYED_AT,University of Wisconsin–Madison
John E. Walker,MEMBER_OF,Lincean Academy
John E. Walker,MEMBER_OF,European Molecular Biology Organization
John E. Walker,MEMBER_OF,Academia Europaea
John E. Walker,MEMBER_OF,Royal Netherlands Academy of Arts and Sciences
John E. Walker,MEMBER_OF,Royal Society
John E. Walker,MEMBER_OF,National Academy of Sciences
Ronald George Wreyford Norrish,RECEIVED,Q235834_1967
Q235834_1967,INSTANCE_OF,Nobel Prize in Chemistry
Ronald George Wreyford Norrish,CITIZEN_OF,United Kingdom
Ronald George Wreyford Norrish,OCCUPATION,university teacher
Ronald George Wreyford Norrish,OCCUPATION,chemist
Ronald George Wreyford Norrish,FIELD_OF_WORK,chemistry
Ronald George Wreyford Norrish,EDUCATED_AT,Emmanuel College
Ronald George Wreyford Norrish,EMPLOYED_AT,University of Cambridge
Ronald George Wreyford Norrish,MEMBER_OF,Polish Academy of Sciences
Ronald George Wreyford Norrish,MEMBER_OF,Royal Society
Henry Taube,RECEIVED,Q235983_1983
Q235983_1983,INSTANCE_OF,Nobel Prize in Chemistry
Henry Taube,CITIZEN_OF,United States
Henry Taube,OCCUPATION,university teacher
Henry Taube,OCCUPATION,chemist
Henry Taube,FIELD_OF_WORK,chemistry
Henry Taube,EDUCATED_AT,Luther College
Henry Taube,EDUCATED_AT,University of Saskatchewan
Henry Taube,EDUCATED_AT,University of California
Henry Taube,EDUCATED_AT,Berkeley
Henry Taube,EMPLOYED_AT,Stanford University
Henry Taube,EMPLOYED_AT,Cornell University
Henry Taube,EMPLOYED_AT,University of Chicago
Henry Taube,MEMBER_OF,American Academy of Arts and Sciences
Henry Taube,MEMBER_OF,Brazilian Academy of Sciences
Henry Taube,MEMBER_OF,American Philosophical Society
Henry Taube,MEMBER_OF,Royal Society of Canada
Henry Taube,MEMBER_OF,Hungarian Academy of Sciences
Henry Taube,MEMBER_OF,Royal Society
Henry Taube,MEMBER_OF,National Academy of Sciences
Eduard Buchner,RECEIVED,Q43917_1907
Q43917_1907,INSTANCE_OF,Nobel Prize in Chemistry
Eduard Buchner,CITIZEN_OF,German Empire
Eduard Buchner,OCCUPATION,biochemist
Eduard Buchner,OCCUPATION,university teacher
Eduard Buchner,OCCUPATION,chemist
Eduard Buchner,FIELD_OF_WORK,chemistry
Eduard Buchner,FIELD_OF_WORK,biochemistry
Eduard Buchner,EDUCATED_AT,Technical University of Munich
Eduard Buchner,EDUCATED_AT,Friedrich-Alexander-Universität Erlangen-Nürnberg
Eduard Buchner,EDUCATED_AT,Ludwig-Maximilians-Universität München
Eduard Buchner,EMPLOYED_AT,Ludwig-Maximilians-Universität München
Eduard Buchner,EMPLOYED_AT,Humboldt-Universität zu Berlin
Eduard Buchner,EMPLOYED_AT,University of Tübingen
Eduard Buchner,EMPLOYED_AT,University of Würzburg
Eduard Buchner,EMPLOYED_AT,University of Wrocław
Eduard Buchner,MEMBER_OF,German Academy of Sciences Leopoldina
Richard Laurence Millington Synge,RECEIVED,Q48979_1952
Q48979_1952,INSTANCE_OF,Nobel Prize in Chemistry
Richard Laurence Millington Synge,CITIZEN_OF,United Kingdom
Richard Laurence Millington Synge,CITIZEN_OF,United Kingdom of Great Britain and Ireland
Richard Laurence Millington Synge,OCCUPATION,biochemist
Richard Laurence Millington Synge,OCCUPATION,university teacher
Richard Laurence Millington Synge,FIELD_OF_WORK,biochemistry
Richard Laurence Millington Synge,EDUCATED_AT,Winchester College
Richard Laurence Millington Synge,EDUCATED_AT,Trinity College
Richard Laurence Millington Synge,EDUCATED_AT,University of Cambridge
Richard Laurence Millington Synge,EMPLOYED_AT,University of East Anglia
Richard Laurence Millington Synge,MEMBER_OF,Royal Society
Archer John Porter Martin,RECEIVED,Q48977_1952
Q48977_1952,INSTANCE_OF,Nobel Prize in Chemistry
Archer John Porter Martin,CITIZEN_OF,United Kingdom
Archer John Porter Martin,CITIZEN_OF,United Kingdom of Great Britain and Ireland
Archer John Porter Martin,OCCUPATION,biochemist
Archer John Porter Martin,OCCUPATION,university teacher
Archer John Porter Martin,OCCUPATION,chemist
Archer John Porter Martin,FIELD_OF_WORK,biochemistry
Archer John Porter Martin,EDUCATED_AT,Bedford School
Archer John Porter Martin,EDUCATED_AT,Peterhouse
Archer John Porter Martin,EMPLOYED_AT,University of Cambridge
Archer John Porter Martin,EMPLOYED_AT,Eindhoven University of Technology
Archer John Porter Martin,MEMBER_OF,Royal Society
Linus Pauling,RECEIVED,Q48983_1954
Q48983_1954,INSTANCE_OF,Nobel Prize in Chemistry
Linus Pauling,CITIZEN_OF,United States
Linus Pauling,OCCUPATION,university teacher
Linus Pauling,OCCUPATION,Esperantist
Linus Pauling,OCCUPATION,chemist
Linus Pauling,OCCUPATION,physicist
Linus Pauling,OCCUPATION,peace activist
Linus Pauling,OCCUPATION,crystallographer
Linus Pauling,OCCUPATION,biophysicist
Linus Pauling,OCCUPATION,biochemist
Linus Pauling,OCCUPATION,activist shareholder
Linus Pauling,FIELD_OF_WORK,physical chemistry
Linus Pauling,FIELD_OF_WORK,quantum chemistry
Linus Pauling,FIELD_OF_WORK,biochemistry
Linus Pauling,EDUCATED_AT,California Institute of Technology
Linus Pauling,EDUCATED_AT,Oregon State University
Linus Pauling,EMPLOYED_AT,University of California
Linus Pauling,EMPLOYED_AT,San Diego
Linus Pauling,EMPLOYED_AT,Oregon State University
Linus Pauling,EMPLOYED_AT,Linus Pauling Institute
Linus Pauling,EMPLOYED_AT,Stanford University
Linus Pauling,EMPLOYED_AT,California Institute of Technology
Linus Pauling,MEMBER_OF,Académie Nationale de Médecine
Linus Pauling,MEMBER_OF,National Academy of Sciences
Linus Pauling,MEMBER_OF,Royal Society
Linus Pauling,MEMBER_OF,Royal Society of Edinburgh
Linus Pauling,MEMBER_OF,German Academy of Sciences Leopoldina
Linus Pauling,MEMBER_OF,French Academy of Sciences
Linus Pauling,MEMBER_OF,Polish Academy of Sciences
Linus Pauling,MEMBER_OF,International Academy of Quantum Molecular Science
Linus Pauling,MEMBER_OF,American Academy of Arts and Sciences
Linus Pauling,MEMBER_OF,Bavarian Academy of Sciences and Humanities
Linus Pauling,MEMBER_OF,American Philosophical Society
Linus Pauling,MEMBER_OF,Academy of Sciences of the USSR
Robert Robinson,RECEIVED,Q49351_1947
Q49351_1947,INSTANCE_OF,Nobel Prize in Chemistry
Robert Robinson,CITIZEN_OF,United Kingdom
Robert Robinson,CITIZEN_OF,United Kingdom of Great Britain and Ireland
Robert Robinson,OCCUPATION,chemist
Robert Robinson,FIELD_OF_WORK,organic chemistry
Robert Robinson,EDUCATED_AT,Fulneck School
Robert Robinson,EDUCATED_AT,Brookfield Community School
Robert Robinson,EDUCATED_AT,University of Manchester
Robert Robinson,EMPLOYED_AT,University of Oxford
Robert Robinson,EMPLOYED_AT,Magdalen College
Robert Robinson,EMPLOYED_AT,University of London
Robert Robinson,EMPLOYED_AT,University of St Andrews
Robert Robinson,EMPLOYED_AT,University of Manchester
Robert Robinson,EMPLOYED_AT,University of Liverpool
Robert Robinson,EMPLOYED_AT,University of Sydney School of Chemistry
Robert Robinson,MEMBER_OF,Romanian Academy
Robert Robinson,MEMBER_OF,Manchester Literary and Philosophical Society
Robert Robinson,MEMBER_OF,Bavarian Academy of Sciences and Humanities
Robert Robinson,MEMBER_OF,American Academy of Arts and Sciences
Robert Robinson,MEMBER_OF,National Academy of Sciences
Robert Robinson,MEMBER_OF,Royal Society
Robert Robinson,MEMBER_OF,German Academy of Sciences Leopoldina
Robert Robinson,MEMBER_OF,Royal Swedish Academy of Sciences
Robert Robinson,MEMBER_OF,French Academy of Sciences
Robert Robinson,MEMBER_OF,Russian Academy of Sciences
Jennifer Doudna,RECEIVED,Q56068_2020
Q56068_2020,INSTANCE_OF,Nobel Prize in Chemistry
Jennifer Doudna,CITIZEN_OF,United States
Jennifer Doudna,OCCUPATION,university teacher
Jennifer Doudna,OCCUPATION,chemist
Jennifer Doudna,OCCUPATION,molecular biologist
Jennifer Doudna,OCCUPATION,crystallographer
Jennifer Doudna,OCCUPATION,biochemist
Jennifer Doudna,FIELD_OF_WORK,ribosome
Jennifer Doudna,FIELD_OF_WORK,transcription
Jennifer Doudna,FIELD_OF_WORK,RNA interference
Jennifer Doudna,FIELD_OF_WORK,Hepatitis C virus
Jennifer Doudna,FIELD_OF_WORK,X-ray crystallography
Jennifer Doudna,FIELD_OF_WORK,biochemistry
Jennifer Doudna,FIELD_OF_WORK,molecular biology
Jennifer Doudna,EDUCATED_AT,Pomona College
Jennifer Doudna,EDUCATED_AT,Hilo High School
Jennifer Doudna,EDUCATED_AT,Harvard University
Jennifer Doudna,EMPLOYED_AT,Howard Hughes Medical Institute
Jennifer Doudna,EMPLOYED_AT,University of California
Jennifer Doudna,EMPLOYED_AT,San Francisco
Jennifer Doudna,EMPLOYED_AT,Yale University
Jennifer Doudna,EMPLOYED_AT,University of California
Jennifer Doudna,EMPLOYED_AT,Berkeley
Jennifer Doudna,MEMBER_OF,American Academy of Arts and Sciences
Jennifer Doudna,MEMBER_OF,National Academy of Sciences
Jennifer Doudna,MEMBER_OF,Royal Society
